SampleID,Product_id,Y_Category0,Y_Category1,Y_Category2,Y_Category3,Y_Category4,Y_Category5
754785,29,0,1,0,0,0,1
754786,29,0,1,0,0,0,1
754789,29,0,1,0,0,0,1
754790,29,0,1,0,0,0,1
754791,29,0,0,0,1,1,0
754794,29,0,1,0,0,0,1
754796,29,1,0,0,0,0,1
754799,29,0,1,0,0,0,1
754803,29,0,0,0,1,1,0
754806,29,1,0,0,0,0,1
754807,29,1,0,0,0,0,1
754809,29,0,1,0,0,0,1
754811,29,0,1,0,0,0,1
754812,29,0,1,0,0,0,1
754813,29,0,0,0,1,1,0
754815,29,0,1,0,0,0,1
754816,29,0,1,0,0,0,1
754818,29,0,1,0,0,0,1
754819,29,0,0,0,1,1,0
754820,29,0,1,0,0,0,1
754821,29,0,1,0,0,0,1
754822,29,0,1,0,0,0,1
754823,29,0,0,1,0,1,0
754826,29,1,0,0,0,0,1
754830,29,0,1,0,0,0,1
754831,29,0,1,0,0,0,1
754832,29,0,1,0,0,0,1
754834,29,0,1,0,0,0,1
754836,29,0,1,0,0,0,1
754837,29,0,1,0,0,0,1
754838,29,0,0,0,1,1,0
754840,29,0,1,0,0,0,1
754841,29,0,1,0,0,0,1
754842,29,0,0,0,1,1,0
754845,29,1,0,0,0,0,1
754846,29,0,0,0,1,1,0
754851,29,0,0,1,0,1,0
754854,29,0,0,0,1,1,0
754857,29,1,0,0,0,0,1
754858,29,1,0,0,0,0,1
754859,29,0,0,0,1,1,0
754864,29,0,0,0,1,1,0
754869,29,1,0,0,0,0,1
754871,29,0,1,0,0,0,1
754872,29,0,1,0,0,0,1
754873,29,1,0,0,0,0,1
754874,29,1,0,0,0,0,1
754875,29,0,1,0,0,0,1
754877,29,1,0,0,0,0,1
754879,29,0,0,0,1,1,0
754881,29,0,1,0,0,0,1
754882,29,0,1,0,0,0,1
754883,29,0,0,1,0,1,0
754884,29,1,0,0,0,0,1
754893,29,0,1,0,0,0,1
754895,29,0,1,0,0,0,1
754896,29,1,0,0,0,0,1
754897,29,0,1,0,0,0,1
754898,29,0,1,0,0,0,1
754906,29,0,1,0,0,0,1
754908,29,0,1,0,0,0,1
754912,29,0,0,0,1,1,0
754917,29,0,1,0,0,0,1
754918,29,1,0,0,0,0,1
754924,29,0,1,0,0,0,1
750001,30,0,1,0,0,0,1
750002,30,0,1,0,0,0,1
750004,30,0,1,0,0,0,1
750005,30,0,1,0,0,0,1
750007,30,0,1,0,0,0,1
750008,30,0,1,0,0,0,1
750009,30,0,1,0,0,0,1
750010,30,0,1,0,0,0,1
750012,30,0,1,0,0,0,1
750015,30,0,1,0,0,0,1
750016,30,0,1,0,0,0,1
750017,30,0,1,0,0,0,1
750018,30,0,1,0,0,0,1
750019,30,0,1,0,0,0,1
750020,30,0,0,0,1,1,0
750022,30,0,1,0,0,0,1
750023,30,0,1,0,0,0,1
750024,30,0,1,0,0,0,1
750025,30,0,1,0,0,0,1
750026,30,0,1,0,0,0,1
750030,30,0,1,0,0,0,1
750031,30,0,1,0,0,0,1
750033,30,0,1,0,0,0,1
750034,30,0,0,1,0,1,0
750036,30,0,1,0,0,0,1
750037,30,0,1,0,0,0,1
750040,30,0,1,0,0,0,1
750041,30,0,1,0,0,0,1
750042,30,0,1,0,0,0,1
750045,30,0,0,1,0,1,0
750046,30,1,0,0,0,0,1
750047,30,0,1,0,0,0,1
750049,30,0,1,0,0,0,1
750052,30,1,0,0,0,0,1
750053,30,0,1,0,0,0,1
750057,30,0,1,0,0,0,1
750058,30,0,0,0,1,1,0
750061,30,0,1,0,0,0,1
750064,30,0,0,0,1,1,0
750065,30,0,1,0,0,0,1
750066,30,0,1,0,0,0,1
750071,30,0,1,0,0,0,1
750072,30,0,1,0,0,0,1
750073,30,0,1,0,0,0,1
750074,30,0,1,0,0,0,1
750075,30,0,1,0,0,0,1
750076,30,0,1,0,0,0,1
750077,30,0,0,0,1,1,0
750079,30,0,1,0,0,0,1
750080,30,0,1,0,0,0,1
750081,30,0,1,0,0,0,1
750082,30,0,1,0,0,0,1
750083,30,1,0,0,0,0,1
750084,30,0,1,0,0,0,1
750085,30,0,1,0,0,0,1
750087,30,0,1,0,0,0,1
750088,30,0,1,0,0,0,1
750089,30,0,1,0,0,0,1
750090,30,0,1,0,0,0,1
750091,30,0,1,0,0,0,1
750094,30,0,1,0,0,0,1
750097,30,0,1,0,0,0,1
750099,30,0,1,0,0,0,1
750101,30,0,1,0,0,0,1
750102,30,1,0,0,0,0,1
750104,30,0,1,0,0,0,1
750105,30,0,1,0,0,0,1
750107,30,0,1,0,0,0,1
750108,30,0,1,0,0,0,1
750110,30,0,1,0,0,0,1
750111,30,0,1,0,0,0,1
750112,30,0,1,0,0,0,1
750115,30,0,1,0,0,0,1
750116,30,0,1,0,0,0,1
750117,30,0,1,0,0,0,1
750118,30,1,0,0,0,0,1
750119,30,0,1,0,0,0,1
750121,30,0,0,0,1,1,0
750122,30,0,1,0,0,0,1
750123,30,0,1,0,0,0,1
750124,30,0,1,0,0,0,1
750125,30,0,1,0,0,0,1
750126,30,1,0,0,0,0,1
750129,30,0,1,0,0,0,1
750130,30,0,1,0,0,0,1
750131,30,0,1,0,0,0,1
750132,30,0,1,0,0,0,1
750135,30,0,1,0,0,0,1
750137,30,0,1,0,0,0,1
750140,30,0,1,0,0,0,1
750141,30,0,0,0,1,1,0
750142,30,0,0,0,1,1,0
750144,30,0,1,0,0,0,1
750145,30,0,1,0,0,0,1
750146,30,0,1,0,0,0,1
750147,30,0,1,0,0,0,1
750149,30,0,1,0,0,0,1
750152,30,0,1,0,0,0,1
750155,30,1,0,0,0,0,1
750156,30,0,1,0,0,0,1
750157,30,0,1,0,0,0,1
750159,30,0,1,0,0,0,1
750160,30,0,0,0,1,1,0
750162,30,0,1,0,0,0,1
750166,30,0,1,0,0,0,1
750168,30,0,1,0,0,0,1
750169,30,0,1,0,0,0,1
750173,30,1,0,0,0,0,1
750174,30,0,1,0,0,0,1
750175,30,0,1,0,0,0,1
750176,30,1,0,0,0,0,1
750177,30,0,1,0,0,0,1
750178,30,0,1,0,0,0,1
750179,30,0,1,0,0,0,1
750180,30,0,1,0,0,0,1
750182,30,0,1,0,0,0,1
750184,30,0,1,0,0,0,1
750185,30,0,1,0,0,0,1
750188,30,0,1,0,0,0,1
750193,30,0,1,0,0,0,1
750194,30,0,1,0,0,0,1
750196,30,0,1,0,0,0,1
750197,30,0,1,0,0,0,1
750198,30,0,0,0,1,1,0
750199,30,0,0,0,1,1,0
750200,30,0,1,0,0,0,1
750202,30,1,0,0,0,0,1
750203,30,0,1,0,0,0,1
750204,30,0,0,0,1,1,0
750207,30,0,1,0,0,0,1
750208,30,0,1,0,0,0,1
750209,30,0,1,0,0,0,1
750213,30,0,0,0,1,1,0
750214,30,0,1,0,0,0,1
750216,30,0,1,0,0,0,1
750217,30,1,0,0,0,0,1
750218,30,0,1,0,0,0,1
750219,30,0,1,0,0,0,1
750220,30,0,1,0,0,0,1
750221,30,0,1,0,0,0,1
750222,30,1,0,0,0,0,1
750223,30,0,1,0,0,0,1
750224,30,0,1,0,0,0,1
750225,30,0,0,0,1,1,0
750226,30,0,1,0,0,0,1
750227,30,0,1,0,0,0,1
750231,30,0,1,0,0,0,1
750232,30,0,0,1,0,1,0
750234,30,0,1,0,0,0,1
750235,30,0,1,0,0,0,1
750236,30,0,1,0,0,0,1
750237,30,0,1,0,0,0,1
750238,30,1,0,0,0,0,1
750240,30,0,1,0,0,0,1
750242,30,0,1,0,0,0,1
750243,30,0,1,0,0,0,1
750244,30,0,0,0,1,1,0
750245,30,0,1,0,0,0,1
750246,30,0,1,0,0,0,1
750247,30,1,0,0,0,0,1
750249,30,0,1,0,0,0,1
750254,30,1,0,0,0,0,1
750256,30,0,1,0,0,0,1
750257,30,1,0,0,0,0,1
750258,30,0,1,0,0,0,1
750259,30,0,1,0,0,0,1
750261,30,0,1,0,0,0,1
750262,30,0,1,0,0,0,1
750264,30,0,1,0,0,0,1
750266,30,0,1,0,0,0,1
750267,30,0,1,0,0,0,1
750269,30,0,1,0,0,0,1
750274,30,0,1,0,0,0,1
750275,30,0,1,0,0,0,1
750278,30,0,1,0,0,0,1
750280,30,0,1,0,0,0,1
750282,30,0,1,0,0,0,1
750284,30,0,0,0,1,1,0
750287,30,0,1,0,0,0,1
750288,30,0,1,0,0,0,1
750289,30,0,1,0,0,0,1
750290,30,0,1,0,0,0,1
750292,30,0,1,0,0,0,1
750294,30,0,1,0,0,0,1
750295,30,0,1,0,0,0,1
750296,30,0,1,0,0,0,1
750298,30,0,0,0,1,1,0
750300,30,0,1,0,0,0,1
750301,30,0,1,0,0,0,1
750303,30,0,1,0,0,0,1
750306,30,0,0,0,1,1,0
750311,30,0,1,0,0,0,1
750312,30,1,0,0,0,0,1
750318,30,0,1,0,0,0,1
750319,30,0,1,0,0,0,1
750320,30,0,1,0,0,0,1
750321,30,0,1,0,0,0,1
750323,30,0,1,0,0,0,1
750324,30,0,1,0,0,0,1
750327,30,0,1,0,0,0,1
750328,30,0,1,0,0,0,1
750329,30,0,0,1,0,1,0
750330,30,0,1,0,0,0,1
750333,30,0,1,0,0,0,1
750335,30,1,0,0,0,0,1
750339,30,0,1,0,0,0,1
750340,30,0,1,0,0,0,1
750341,30,0,1,0,0,0,1
750342,30,0,1,0,0,0,1
750343,30,0,1,0,0,0,1
750344,30,0,1,0,0,0,1
750345,30,0,1,0,0,0,1
750346,30,0,1,0,0,0,1
750348,30,0,1,0,0,0,1
750352,30,0,1,0,0,0,1
750354,30,0,1,0,0,0,1
750355,30,0,1,0,0,0,1
750356,30,0,1,0,0,0,1
750358,30,0,1,0,0,0,1
750363,30,0,1,0,0,0,1
750364,30,0,1,0,0,0,1
750366,30,0,1,0,0,0,1
750370,30,0,1,0,0,0,1
750371,30,0,1,0,0,0,1
750372,30,0,1,0,0,0,1
750376,30,0,1,0,0,0,1
750377,30,0,1,0,0,0,1
750378,30,0,0,1,0,1,0
750379,30,0,1,0,0,0,1
750380,30,0,1,0,0,0,1
750383,30,0,1,0,0,0,1
750384,30,0,1,0,0,0,1
750385,30,1,0,0,0,0,1
750387,30,0,1,0,0,0,1
750388,30,0,1,0,0,0,1
750389,30,0,1,0,0,0,1
750391,30,1,0,0,0,0,1
750393,30,0,1,0,0,0,1
750394,30,0,1,0,0,0,1
750397,30,0,1,0,0,0,1
750398,30,0,0,1,0,1,0
750399,30,1,0,0,0,0,1
750400,30,0,0,1,0,1,0
750401,30,0,1,0,0,0,1
750405,30,0,0,1,0,1,0
750406,30,0,1,0,0,0,1
750410,30,0,1,0,0,0,1
750411,30,0,1,0,0,0,1
750413,30,0,1,0,0,0,1
750414,30,0,1,0,0,0,1
750418,30,0,1,0,0,0,1
750419,30,0,1,0,0,0,1
750420,30,0,1,0,0,0,1
750421,30,0,1,0,0,0,1
750422,30,0,1,0,0,0,1
750423,30,0,1,0,0,0,1
750424,30,0,1,0,0,0,1
750425,30,0,0,1,0,1,0
750426,30,0,1,0,0,0,1
750428,30,0,1,0,0,0,1
750429,30,0,1,0,0,0,1
750430,30,0,1,0,0,0,1
750431,30,0,1,0,0,0,1
750434,30,0,0,0,1,1,0
750435,30,0,0,1,0,1,0
750436,30,0,1,0,0,0,1
750438,30,0,0,0,1,1,0
750441,30,0,1,0,0,0,1
750442,30,0,1,0,0,0,1
750443,30,0,1,0,0,0,1
750444,30,0,1,0,0,0,1
750445,30,1,0,0,0,0,1
750446,30,0,1,0,0,0,1
750448,30,0,1,0,0,0,1
750450,30,0,1,0,0,0,1
750452,30,0,1,0,0,0,1
750453,30,0,1,0,0,0,1
750454,30,0,1,0,0,0,1
750455,30,0,1,0,0,0,1
750456,30,0,1,0,0,0,1
750457,30,0,1,0,0,0,1
750458,30,0,1,0,0,0,1
750460,30,0,1,0,0,0,1
750462,30,0,0,0,1,1,0
750465,30,0,1,0,0,0,1
750466,30,1,0,0,0,0,1
750468,30,0,1,0,0,0,1
750469,30,0,1,0,0,0,1
750470,30,0,0,1,0,1,0
750471,30,0,1,0,0,0,1
750472,30,0,1,0,0,0,1
750474,30,0,0,0,1,1,0
750475,30,1,0,0,0,0,1
750477,30,0,1,0,0,0,1
750479,30,0,1,0,0,0,1
750480,30,0,1,0,0,0,1
750481,30,0,1,0,0,0,1
750482,30,1,0,0,0,0,1
750483,30,0,1,0,0,0,1
750484,30,0,1,0,0,0,1
750485,30,1,0,0,0,0,1
750486,30,0,1,0,0,0,1
750487,30,0,1,0,0,0,1
750489,30,0,1,0,0,0,1
750491,30,0,1,0,0,0,1
750492,30,0,1,0,0,0,1
750497,30,0,1,0,0,0,1
750498,30,0,1,0,0,0,1
750499,30,0,1,0,0,0,1
750500,30,0,1,0,0,0,1
750503,30,0,1,0,0,0,1
750505,30,0,1,0,0,0,1
750508,30,0,1,0,0,0,1
750509,30,0,1,0,0,0,1
750511,30,0,1,0,0,0,1
750514,30,0,0,0,1,1,0
750515,30,0,1,0,0,0,1
750516,30,0,1,0,0,0,1
750517,30,0,1,0,0,0,1
750518,30,0,1,0,0,0,1
750521,30,0,0,0,1,1,0
750522,30,0,1,0,0,0,1
750523,30,0,1,0,0,0,1
750525,30,0,1,0,0,0,1
750526,30,0,1,0,0,0,1
750527,30,0,1,0,0,0,1
750528,30,0,1,0,0,0,1
750530,30,0,1,0,0,0,1
750531,30,0,1,0,0,0,1
750532,30,0,1,0,0,0,1
750533,30,0,0,0,1,1,0
750537,30,0,1,0,0,0,1
750539,30,0,0,1,0,1,0
750541,30,0,1,0,0,0,1
750542,30,1,0,0,0,0,1
750544,30,0,1,0,0,0,1
750545,30,0,1,0,0,0,1
750546,30,0,1,0,0,0,1
750547,30,1,0,0,0,0,1
750548,30,0,1,0,0,0,1
750551,30,0,1,0,0,0,1
750552,30,0,0,0,1,1,0
750554,30,0,1,0,0,0,1
750555,30,0,1,0,0,0,1
750556,30,0,1,0,0,0,1
750558,30,0,0,1,0,1,0
750559,30,0,1,0,0,0,1
750560,30,0,1,0,0,0,1
750562,30,0,1,0,0,0,1
750563,30,0,1,0,0,0,1
750564,30,0,1,0,0,0,1
750566,30,0,1,0,0,0,1
750568,30,0,1,0,0,0,1
750569,30,0,0,0,1,1,0
750571,30,0,1,0,0,0,1
750572,30,0,1,0,0,0,1
750574,30,0,1,0,0,0,1
750575,30,0,1,0,0,0,1
750576,30,0,1,0,0,0,1
750579,30,1,0,0,0,0,1
750582,30,0,1,0,0,0,1
750586,30,0,1,0,0,0,1
750589,30,0,1,0,0,0,1
750590,30,0,1,0,0,0,1
750591,30,0,1,0,0,0,1
750592,30,0,0,0,1,1,0
750593,30,0,1,0,0,0,1
750594,30,0,1,0,0,0,1
750598,30,0,1,0,0,0,1
750599,30,0,0,1,0,1,0
750600,30,0,0,1,0,1,0
750602,30,0,1,0,0,0,1
750605,30,0,1,0,0,0,1
750606,30,0,1,0,0,0,1
750609,30,0,1,0,0,0,1
750610,30,0,1,0,0,0,1
750612,30,0,1,0,0,0,1
750613,30,0,1,0,0,0,1
750617,30,0,1,0,0,0,1
750618,30,0,1,0,0,0,1
750619,30,0,1,0,0,0,1
750620,30,0,1,0,0,0,1
750621,30,1,0,0,0,0,1
750622,30,0,1,0,0,0,1
750624,30,0,1,0,0,0,1
750625,30,0,1,0,0,0,1
750626,30,0,1,0,0,0,1
750627,30,0,1,0,0,0,1
750628,30,0,1,0,0,0,1
750631,30,0,1,0,0,0,1
750633,30,0,1,0,0,0,1
750634,30,0,1,0,0,0,1
750635,30,0,1,0,0,0,1
750637,30,0,1,0,0,0,1
750640,30,0,1,0,0,0,1
750641,30,0,1,0,0,0,1
750643,30,0,0,0,1,1,0
750644,30,0,1,0,0,0,1
750645,30,0,1,0,0,0,1
750646,30,0,1,0,0,0,1
750647,30,0,1,0,0,0,1
750648,30,1,0,0,0,0,1
750649,30,0,1,0,0,0,1
750650,30,0,1,0,0,0,1
750652,30,0,0,1,0,1,0
750654,30,0,0,0,1,1,0
750655,30,0,1,0,0,0,1
750656,30,0,1,0,0,0,1
750657,30,0,1,0,0,0,1
750660,30,0,1,0,0,0,1
750661,30,1,0,0,0,0,1
750663,30,0,1,0,0,0,1
750664,30,0,1,0,0,0,1
750665,30,0,1,0,0,0,1
750666,30,0,1,0,0,0,1
750668,30,0,0,0,1,1,0
750669,30,0,1,0,0,0,1
750670,30,1,0,0,0,0,1
750671,30,0,1,0,0,0,1
750672,30,0,1,0,0,0,1
750673,30,0,1,0,0,0,1
750674,30,0,0,0,1,1,0
750675,30,0,1,0,0,0,1
750677,30,0,0,1,0,1,0
750678,30,0,1,0,0,0,1
750679,30,0,0,1,0,1,0
750680,30,0,1,0,0,0,1
750682,30,0,0,1,0,1,0
750683,30,0,1,0,0,0,1
750685,30,0,1,0,0,0,1
750686,30,0,1,0,0,0,1
750687,30,1,0,0,0,0,1
750688,30,0,1,0,0,0,1
750689,30,0,0,0,1,1,0
750691,30,0,1,0,0,0,1
750692,30,0,1,0,0,0,1
750695,30,1,0,0,0,0,1
750697,30,0,1,0,0,0,1
750698,30,0,1,0,0,0,1
750700,30,0,0,0,1,1,0
750702,30,1,0,0,0,0,1
750703,30,0,1,0,0,0,1
750706,30,0,1,0,0,0,1
750707,30,0,1,0,0,0,1
750708,30,0,0,1,0,1,0
750710,30,0,1,0,0,0,1
750711,30,0,1,0,0,0,1
750712,30,0,1,0,0,0,1
750713,30,0,1,0,0,0,1
750715,30,0,1,0,0,0,1
750717,30,0,1,0,0,0,1
750719,30,0,1,0,0,0,1
750721,30,0,1,0,0,0,1
750724,30,0,0,0,1,1,0
750725,30,0,1,0,0,0,1
750727,30,0,1,0,0,0,1
750728,30,0,1,0,0,0,1
750729,30,0,1,0,0,0,1
750730,30,0,1,0,0,0,1
750731,30,0,1,0,0,0,1
750733,30,0,1,0,0,0,1
750734,30,0,1,0,0,0,1
750735,30,1,0,0,0,0,1
750736,30,0,1,0,0,0,1
750738,30,1,0,0,0,0,1
750739,30,0,1,0,0,0,1
750740,30,1,0,0,0,0,1
750742,30,0,1,0,0,0,1
750743,30,0,1,0,0,0,1
750744,30,0,1,0,0,0,1
750745,30,0,1,0,0,0,1
750746,30,0,1,0,0,0,1
750747,30,0,1,0,0,0,1
750749,30,1,0,0,0,0,1
750750,30,0,0,0,1,1,0
750751,30,0,0,0,1,1,0
750752,30,0,0,0,1,1,0
750753,30,0,1,0,0,0,1
750754,30,0,1,0,0,0,1
750755,30,0,1,0,0,0,1
750757,30,1,0,0,0,0,1
750759,30,0,0,0,1,1,0
750761,30,0,1,0,0,0,1
750762,30,0,1,0,0,0,1
750763,30,0,1,0,0,0,1
750764,30,0,1,0,0,0,1
750765,30,0,0,1,0,1,0
750767,30,0,0,0,1,1,0
750772,30,0,1,0,0,0,1
750775,30,0,1,0,0,0,1
750776,30,0,1,0,0,0,1
750778,30,0,0,0,1,1,0
750782,30,0,1,0,0,0,1
750783,30,0,1,0,0,0,1
750785,30,0,1,0,0,0,1
750786,30,0,1,0,0,0,1
750787,30,0,1,0,0,0,1
750790,30,0,1,0,0,0,1
750791,30,0,1,0,0,0,1
750792,30,0,1,0,0,0,1
750794,30,0,1,0,0,0,1
750796,30,0,0,0,1,1,0
750797,30,0,0,0,1,1,0
750799,30,0,1,0,0,0,1
750802,30,0,0,0,1,1,0
750803,30,0,1,0,0,0,1
750804,30,0,1,0,0,0,1
750805,30,0,1,0,0,0,1
750806,30,0,1,0,0,0,1
750807,30,0,1,0,0,0,1
750808,30,0,1,0,0,0,1
750810,30,0,1,0,0,0,1
750811,30,0,1,0,0,0,1
750813,30,0,0,1,0,1,0
750814,30,0,1,0,0,0,1
750815,30,0,1,0,0,0,1
750816,30,0,1,0,0,0,1
750817,30,0,1,0,0,0,1
750818,30,0,1,0,0,0,1
750819,30,0,1,0,0,0,1
750820,30,0,1,0,0,0,1
750822,30,0,0,0,1,1,0
750824,30,0,1,0,0,0,1
750825,30,0,1,0,0,0,1
750827,30,0,1,0,0,0,1
750828,30,0,1,0,0,0,1
750831,30,0,1,0,0,0,1
750832,30,0,1,0,0,0,1
750833,30,0,1,0,0,0,1
750834,30,0,1,0,0,0,1
750836,30,1,0,0,0,0,1
750837,30,0,0,1,0,1,0
750839,30,1,0,0,0,0,1
750840,30,1,0,0,0,0,1
750842,30,0,1,0,0,0,1
750843,30,0,1,0,0,0,1
750844,30,0,1,0,0,0,1
750847,30,0,1,0,0,0,1
750848,30,0,1,0,0,0,1
750850,30,1,0,0,0,0,1
750851,30,0,1,0,0,0,1
750852,30,0,0,0,1,1,0
750854,30,1,0,0,0,0,1
750856,30,0,1,0,0,0,1
750857,30,0,1,0,0,0,1
750858,30,0,1,0,0,0,1
750859,30,0,0,1,0,1,0
750860,30,0,1,0,0,0,1
750861,30,0,1,0,0,0,1
750863,30,0,1,0,0,0,1
750865,30,0,1,0,0,0,1
750866,30,0,1,0,0,0,1
750868,30,0,1,0,0,0,1
750869,30,0,1,0,0,0,1
750871,30,0,1,0,0,0,1
750872,30,0,1,0,0,0,1
750873,30,0,1,0,0,0,1
750874,30,0,1,0,0,0,1
750875,30,0,1,0,0,0,1
750877,30,0,1,0,0,0,1
750878,30,0,1,0,0,0,1
750880,30,0,1,0,0,0,1
750881,30,0,1,0,0,0,1
750882,30,0,1,0,0,0,1
750883,30,0,0,0,1,1,0
750885,30,0,1,0,0,0,1
750886,30,0,1,0,0,0,1
750889,30,0,1,0,0,0,1
750890,30,0,1,0,0,0,1
750892,30,0,1,0,0,0,1
750893,30,0,1,0,0,0,1
750898,30,0,1,0,0,0,1
750899,30,0,1,0,0,0,1
750901,30,0,1,0,0,0,1
750902,30,0,1,0,0,0,1
750903,30,0,1,0,0,0,1
750904,30,0,1,0,0,0,1
750905,30,0,0,0,1,1,0
750906,30,0,1,0,0,0,1
750907,30,0,1,0,0,0,1
750908,30,0,0,0,1,1,0
750909,30,0,1,0,0,0,1
750910,30,1,0,0,0,0,1
750911,30,0,1,0,0,0,1
750912,30,0,1,0,0,0,1
750915,30,0,1,0,0,0,1
750917,30,0,1,0,0,0,1
750918,30,0,1,0,0,0,1
750919,30,1,0,0,0,0,1
750920,30,0,1,0,0,0,1
750921,30,0,1,0,0,0,1
750923,30,0,1,0,0,0,1
750924,30,0,1,0,0,0,1
750925,30,0,1,0,0,0,1
750926,30,0,1,0,0,0,1
750927,30,1,0,0,0,0,1
750930,30,0,1,0,0,0,1
750933,30,0,1,0,0,0,1
750934,30,0,0,0,1,1,0
750935,30,0,1,0,0,0,1
750936,30,0,1,0,0,0,1
750938,30,0,0,1,0,1,0
750940,30,0,0,0,1,1,0
750942,30,1,0,0,0,0,1
750944,30,0,0,0,1,1,0
750947,30,0,1,0,0,0,1
750948,30,0,1,0,0,0,1
750951,30,0,1,0,0,0,1
750952,30,0,1,0,0,0,1
750953,30,0,1,0,0,0,1
750954,30,1,0,0,0,0,1
750955,30,0,0,0,1,1,0
750956,30,0,1,0,0,0,1
750957,30,0,0,1,0,1,0
750958,30,1,0,0,0,0,1
750960,30,0,1,0,0,0,1
750963,30,0,1,0,0,0,1
750964,30,0,1,0,0,0,1
750965,30,0,0,0,1,1,0
750966,30,0,1,0,0,0,1
750967,30,0,1,0,0,0,1
750968,30,0,0,0,1,1,0
750969,30,0,1,0,0,0,1
750971,30,0,1,0,0,0,1
750972,30,0,1,0,0,0,1
750973,30,0,1,0,0,0,1
750974,30,0,1,0,0,0,1
750975,30,0,1,0,0,0,1
750976,30,0,1,0,0,0,1
750978,30,0,1,0,0,0,1
750979,30,0,1,0,0,0,1
750980,30,0,1,0,0,0,1
750982,30,0,1,0,0,0,1
750984,30,0,0,0,1,1,0
750985,30,0,1,0,0,0,1
750986,30,0,1,0,0,0,1
750989,30,0,1,0,0,0,1
750990,30,0,1,0,0,0,1
750991,30,0,1,0,0,0,1
750992,30,0,1,0,0,0,1
750994,30,0,0,1,0,1,0
750995,30,0,0,0,1,1,0
750997,30,0,1,0,0,0,1
750998,30,0,1,0,0,0,1
751001,30,0,0,0,1,1,0
751002,30,0,1,0,0,0,1
751003,30,0,1,0,0,0,1
751004,30,0,1,0,0,0,1
751006,30,0,1,0,0,0,1
751008,30,0,1,0,0,0,1
751009,30,0,1,0,0,0,1
751011,30,0,0,0,1,1,0
751012,30,0,1,0,0,0,1
751013,30,0,1,0,0,0,1
751014,30,1,0,0,0,0,1
751015,30,0,1,0,0,0,1
751016,30,0,1,0,0,0,1
751019,30,0,0,1,0,1,0
751022,30,0,1,0,0,0,1
751023,30,0,0,0,1,1,0
751024,30,0,0,0,1,1,0
751029,30,0,1,0,0,0,1
751030,30,0,0,0,1,1,0
751033,30,0,1,0,0,0,1
751035,30,0,1,0,0,0,1
751036,30,0,1,0,0,0,1
751039,30,1,0,0,0,0,1
751042,30,0,1,0,0,0,1
751045,30,0,1,0,0,0,1
751046,30,0,1,0,0,0,1
751048,30,0,0,0,1,1,0
751049,30,0,1,0,0,0,1
751050,30,0,1,0,0,0,1
751051,30,1,0,0,0,0,1
751052,30,0,1,0,0,0,1
751053,30,0,1,0,0,0,1
751054,30,0,1,0,0,0,1
751055,30,0,1,0,0,0,1
751056,30,0,1,0,0,0,1
751057,30,0,1,0,0,0,1
751058,30,0,1,0,0,0,1
751059,30,0,1,0,0,0,1
751060,30,0,1,0,0,0,1
751062,30,0,1,0,0,0,1
751063,30,0,0,1,0,1,0
751066,30,1,0,0,0,0,1
751071,30,0,1,0,0,0,1
751072,30,0,1,0,0,0,1
751074,30,0,1,0,0,0,1
751075,30,0,1,0,0,0,1
751076,30,0,1,0,0,0,1
751077,30,0,1,0,0,0,1
751080,30,0,1,0,0,0,1
751081,30,0,1,0,0,0,1
751083,30,0,1,0,0,0,1
751088,30,0,1,0,0,0,1
751091,30,0,1,0,0,0,1
751092,30,0,1,0,0,0,1
751093,30,0,0,1,0,1,0
751094,30,0,0,1,0,1,0
751095,30,0,1,0,0,0,1
751098,30,0,1,0,0,0,1
751099,30,0,1,0,0,0,1
751101,30,0,1,0,0,0,1
751102,30,0,1,0,0,0,1
751103,30,0,1,0,0,0,1
751104,30,0,1,0,0,0,1
751105,30,0,1,0,0,0,1
751106,30,0,1,0,0,0,1
751107,30,0,1,0,0,0,1
751109,30,0,0,1,0,1,0
751110,30,0,1,0,0,0,1
751111,30,0,0,0,1,1,0
751112,30,0,1,0,0,0,1
751113,30,0,1,0,0,0,1
751114,30,0,1,0,0,0,1
751115,30,0,1,0,0,0,1
751117,30,0,0,1,0,1,0
751123,30,1,0,0,0,0,1
751124,30,0,1,0,0,0,1
751125,30,0,1,0,0,0,1
751126,30,0,1,0,0,0,1
751128,30,0,0,1,0,1,0
751129,30,0,1,0,0,0,1
751131,30,0,1,0,0,0,1
751133,30,0,1,0,0,0,1
751135,30,0,1,0,0,0,1
751136,30,0,1,0,0,0,1
751137,30,0,1,0,0,0,1
751138,30,0,1,0,0,0,1
751140,30,0,1,0,0,0,1
751141,30,0,1,0,0,0,1
751142,30,0,1,0,0,0,1
751148,30,0,1,0,0,0,1
751149,30,0,1,0,0,0,1
751152,30,0,1,0,0,0,1
751153,30,0,1,0,0,0,1
751154,30,0,1,0,0,0,1
751155,30,0,1,0,0,0,1
751156,30,0,1,0,0,0,1
751157,30,0,1,0,0,0,1
751159,30,0,1,0,0,0,1
751161,30,0,1,0,0,0,1
751163,30,0,1,0,0,0,1
751167,30,0,1,0,0,0,1
751168,30,0,1,0,0,0,1
751170,30,0,1,0,0,0,1
751171,30,0,1,0,0,0,1
751176,30,0,1,0,0,0,1
751177,30,0,1,0,0,0,1
751178,30,1,0,0,0,0,1
751179,30,0,1,0,0,0,1
751181,30,0,1,0,0,0,1
751183,30,0,0,0,1,1,0
751184,30,0,1,0,0,0,1
