番組ID,商品ID,秒数
TVWatch.121702272358,114.0,15
TVWatch.121702272412,55.0,15
TVWatch.121702272412,158.0,15
TVWatch.121702272500,80.0,15
TVWatch.121702272500,114.0,15
TVWatch.121702272535,55.0,15
TVWatch.121702272605,55.0,15
TVWatch.121702272635,55.0,15
TVWatch.121702280730,97.0,15
TVWatch.121702280800,97.0,15
TVWatch.121702280815,97.0,30
TVWatch.121702280815,158.0,15
TVWatch.121702280921,197.0,15
TVWatch.121702281113,164.0,15
TVWatch.121702281150,97.0,15
TVWatch.121702281150,197.0,15
TVWatch.121702281255,158.0,15
TVWatch.121702281350,32.0,15
TVWatch.121702281350,158.0,30
TVWatch.121702281350,197.0,15
TVWatch.121702281555,97.0,30
TVWatch.121702281555,197.0,15
TVWatch.121702281654,197.0,15
TVWatch.121702281745,10.0,15
TVWatch.121702281745,42.0,15
TVWatch.121702281855,55.0,15
TVWatch.121702281855,80.0,30
TVWatch.121702281855,83.0,30
TVWatch.121702281855,114.0,30
TVWatch.121702281855,158.0,15
TVWatch.121702282054,80.0,15
TVWatch.121702282054,114.0,15
TVWatch.121702282154,80.0,15
TVWatch.121702282200,80.0,30
TVWatch.121702282300,80.0,15
TVWatch.121702282300,114.0,15
TVWatch.121702282358,80.0,15
TVWatch.121702282358,158.0,15
TVWatch.121702282412,55.0,15
TVWatch.121702282412,80.0,30
TVWatch.121702282500,55.0,30
TVWatch.121702282535,55.0,15
TVWatch.121702282605,55.0,15
TVWatch.121702282635,55.0,30
TVWatch.121703010423,1.0,15
TVWatch.121703010545,1.0,15
TVWatch.121703010545,83.0,30
TVWatch.121703010815,1.0,15
TVWatch.121703010911,1.0,15
TVWatch.121703011113,155.0,30
TVWatch.121703011113,164.0,15
TVWatch.121703011150,1.0,15
TVWatch.121703011150,39.0,15
TVWatch.121703011150,155.0,30
TVWatch.121703011255,1.0,30
TVWatch.121703011350,1.0,30
TVWatch.121703011350,39.0,15
TVWatch.121703011350,97.0,30
TVWatch.121703011350,155.0,30
TVWatch.121703011350,164.0,15
TVWatch.121703011350,197.0,15
TVWatch.121703011555,1.0,15
TVWatch.121703011654,164.0,15
TVWatch.121703011755,42.0,15
TVWatch.121703011855,1.0,15
TVWatch.121703011855,39.0,15
TVWatch.121703012100,55.0,30
TVWatch.121703012248,39.0,15
TVWatch.121703012248,55.0,30
TVWatch.121703012254,1.0,30
TVWatch.121703012254,39.0,15
TVWatch.121703012254,55.0,15
TVWatch.121703012254,80.0,15
TVWatch.121703012254,197.0,15
TVWatch.121703012300,114.0,15
TVWatch.121703012358,80.0,15
TVWatch.121703012358,114.0,15
TVWatch.121703012412,1.0,30
TVWatch.121703012412,55.0,15
TVWatch.121703012412,80.0,15
TVWatch.121703012500,114.0,15
TVWatch.121703012635,1.0,15
TVWatch.121703012705,1.0,15
TVWatch.121703012720,1.0,45
TVWatch.121703020815,1.0,15
TVWatch.121703020928,155.0,30
TVWatch.121703021135,164.0,15
TVWatch.121703021150,1.0,30
TVWatch.121703021150,39.0,15
TVWatch.121703021150,97.0,60
TVWatch.121703021255,1.0,15
TVWatch.121703021255,39.0,15
TVWatch.121703021350,1.0,30
TVWatch.121703021350,39.0,15
TVWatch.121703021350,42.0,15
TVWatch.121703021350,155.0,30
TVWatch.121703021350,164.0,15
TVWatch.121703021654,164.0,15
TVWatch.121703021953,1.0,15
TVWatch.121703021953,114.0,45
TVWatch.121703021953,164.0,15
TVWatch.121703022154,97.0,30
TVWatch.121703022300,80.0,15
TVWatch.121703022300,181.0,30
TVWatch.121703022358,114.0,15
TVWatch.121703022412,80.0,15
TVWatch.121703022412,155.0,30
TVWatch.121703022412,197.0,15
TVWatch.121703022535,55.0,15
TVWatch.121703022535,114.0,15
TVWatch.121703022605,55.0,15
TVWatch.121703022635,1.0,30
TVWatch.121703022635,55.0,15
TVWatch.121703022705,1.0,15
TVWatch.121703022735,1.0,15
TVWatch.121703022750,1.0,15
TVWatch.121703030423,1.0,15
TVWatch.121703030815,197.0,15
TVWatch.121703030921,1.0,30
TVWatch.121703031113,97.0,30
TVWatch.121703031150,97.0,15
TVWatch.121703031255,1.0,30
TVWatch.121703031350,1.0,30
TVWatch.121703031350,97.0,30
TVWatch.121703031350,164.0,30
TVWatch.121703031555,1.0,15
TVWatch.121703031555,97.0,15
TVWatch.121703031654,1.0,15
TVWatch.121703031654,97.0,30
TVWatch.121703032054,55.0,30
TVWatch.121703032054,83.0,30
TVWatch.121703032254,1.0,15
TVWatch.121703032254,55.0,15
TVWatch.121703032254,114.0,15
TVWatch.121703032300,32.0,15
TVWatch.121703032358,55.0,15
TVWatch.121703032412,55.0,15
TVWatch.121703032412,155.0,30
TVWatch.121703032452,7.0,15
TVWatch.121703032452,80.0,15
TVWatch.121703032523,114.0,15
TVWatch.121703032630,55.0,15
TVWatch.121703032700,1.0,30
TVWatch.121703032715,1.0,15
TVWatch.121703032745,1.0,15
TVWatch.121703032750,1.0,15
TVWatch.121703040423,1.0,15
TVWatch.121703040545,1.0,30
TVWatch.121703041130,39.0,15
TVWatch.121703041130,80.0,30
TVWatch.121703041130,157.0,15
TVWatch.121703041330,42.0,15
TVWatch.121703041330,155.0,30
TVWatch.121703041500,157.0,15
TVWatch.121703041600,26.0,15
TVWatch.121703041600,55.0,30
TVWatch.121703041715,97.0,30
TVWatch.121703041720,10.0,15
TVWatch.121703041830,55.0,30
TVWatch.121703041830,97.0,30
TVWatch.121703041830,114.0,15
TVWatch.121703041830,154.0,30
TVWatch.121703041830,155.0,30
TVWatch.121703041830,157.0,15
TVWatch.121703042100,97.0,30
TVWatch.121703042100,114.0,15
TVWatch.121703042100,154.0,30
TVWatch.121703042300,1.0,30
TVWatch.121703042300,55.0,15
TVWatch.121703042300,83.0,30
TVWatch.121703042300,114.0,15
TVWatch.121703042420,1.0,15
TVWatch.121703042420,42.0,15
TVWatch.121703042420,157.0,30
TVWatch.121703042515,114.0,15
TVWatch.121703042545,55.0,15
TVWatch.121703042545,157.0,15
TVWatch.121703042610,97.0,15
TVWatch.121703042610,157.0,15
TVWatch.121703042635,154.0,30
TVWatch.121703042705,1.0,30
TVWatch.121703042715,1.0,30
TVWatch.121703050500,1.0,30
TVWatch.121703050530,1.0,45
TVWatch.121703050654,1.0,15
TVWatch.121703050900,83.0,30
TVWatch.121703050930,10.0,15
TVWatch.121703050930,83.0,30
TVWatch.121703051030,80.0,15
TVWatch.121703051030,97.0,30
TVWatch.121703051030,157.0,15
TVWatch.121703051125,1.0,15
TVWatch.121703051155,1.0,30
TVWatch.121703051155,80.0,30
TVWatch.121703051254,80.0,45
TVWatch.121703051254,157.0,15
TVWatch.121703051254,197.0,15
TVWatch.121703051400,1.0,45
TVWatch.121703051400,39.0,15
TVWatch.121703051400,97.0,15
TVWatch.121703051400,155.0,30
TVWatch.121703051400,157.0,30
TVWatch.121703051600,39.0,30
TVWatch.121703051720,1.0,15
TVWatch.121703051800,80.0,15
TVWatch.121703051830,7.0,15
TVWatch.121703051830,113.0,15
TVWatch.121703051830,114.0,15
TVWatch.121703051830,154.0,30
TVWatch.121703051954,155.0,30
TVWatch.121703051954,157.0,30
TVWatch.121703052148,80.0,15
TVWatch.121703052148,83.0,30
TVWatch.121703052154,157.0,15
TVWatch.121703052254,1.0,15
TVWatch.121703052400,80.0,15
TVWatch.121703052430,80.0,15
TVWatch.121703052505,114.0,15
TVWatch.121703052535,1.0,15
TVWatch.121703052535,55.0,15
TVWatch.121703052535,157.0,15
TVWatch.121703052605,55.0,15
TVWatch.121703052605,114.0,15
TVWatch.121703052605,157.0,15
TVWatch.121703052635,1.0,15
TVWatch.121703052635,55.0,30
TVWatch.121703052705,1.0,45
TVWatch.121703052705,154.0,30
TVWatch.121703052735,1.0,45
TVWatch.121703060405,1.0,15
TVWatch.121703060545,83.0,30
TVWatch.121703060815,157.0,15
TVWatch.121703060911,157.0,15
TVWatch.121703061150,157.0,15
TVWatch.121703061255,155.0,30
TVWatch.121703061255,157.0,15
TVWatch.121703061350,39.0,15
TVWatch.121703061350,97.0,45
TVWatch.121703061350,155.0,30
TVWatch.121703061350,157.0,30
TVWatch.121703061350,197.0,15
TVWatch.121703061654,157.0,45
TVWatch.121703061855,7.0,15
TVWatch.121703061855,32.0,30
TVWatch.121703062100,39.0,15
TVWatch.121703062100,114.0,15
TVWatch.121703062100,154.0,30
TVWatch.121703062154,154.0,30
TVWatch.121703062358,55.0,15
TVWatch.121703062358,80.0,15
TVWatch.121703062412,39.0,15
TVWatch.121703062412,55.0,15
TVWatch.121703062412,80.0,15
TVWatch.121703062530,157.0,15
TVWatch.121703062605,157.0,15
TVWatch.121703062650,55.0,15
TVWatch.121703070545,83.0,30
TVWatch.121703070730,97.0,15
TVWatch.121703071150,157.0,15
TVWatch.121703071150,197.0,15
TVWatch.121703071255,157.0,15
TVWatch.121703071350,39.0,30
TVWatch.121703071350,97.0,30
TVWatch.121703071654,157.0,15
TVWatch.121703071855,39.0,15
TVWatch.121703071855,83.0,30
TVWatch.121703071855,97.0,15
TVWatch.121703071855,154.0,30
TVWatch.121703071855,197.0,15
TVWatch.121703072054,114.0,15
TVWatch.121703072054,154.0,30
TVWatch.121703072300,114.0,15
TVWatch.121703072412,55.0,15
TVWatch.121703072412,80.0,15
TVWatch.121703072412,114.0,15
TVWatch.121703072535,55.0,15
TVWatch.121703072535,157.0,15
TVWatch.121703072605,157.0,15
TVWatch.121703072635,55.0,15
TVWatch.121703072705,154.0,30
TVWatch.121703080545,83.0,30
TVWatch.121703081150,155.0,30
TVWatch.121703081255,155.0,30
TVWatch.121703081350,39.0,15
TVWatch.121703081350,97.0,15
TVWatch.121703081350,155.0,30
TVWatch.121703081350,157.0,30
TVWatch.121703081654,157.0,15
TVWatch.121703081855,39.0,15
TVWatch.121703082157,154.0,30
TVWatch.121703082157,197.0,15
TVWatch.121703082354,80.0,15
TVWatch.121703082400,80.0,15
TVWatch.121703082400,154.0,60
TVWatch.121703082555,55.0,15
TVWatch.121703090815,157.0,15
TVWatch.121703090928,157.0,15
TVWatch.121703091113,157.0,15
TVWatch.121703091150,39.0,15
TVWatch.121703091150,157.0,15
TVWatch.121703091255,39.0,15
TVWatch.121703091255,157.0,15
TVWatch.121703091350,39.0,30
TVWatch.121703091350,97.0,15
TVWatch.121703091350,155.0,30
TVWatch.121703091350,157.0,30
TVWatch.121703091350,197.0,15
TVWatch.121703091654,97.0,30
TVWatch.121703091654,157.0,45
TVWatch.121703091953,114.0,15
TVWatch.121703091953,154.0,30
TVWatch.121703092224,80.0,15
TVWatch.121703092330,154.0,30
TVWatch.121703092428,155.0,30
TVWatch.121703092530,157.0,15
TVWatch.121703092535,157.0,15
TVWatch.121703092605,157.0,15
TVWatch.121703092635,55.0,60
TVWatch.121703092635,154.0,30
TVWatch.121703092635,197.0,15
TVWatch.121703100730,39.0,15
TVWatch.121703100815,97.0,30
TVWatch.121703100928,157.0,15
TVWatch.121703101113,157.0,15
TVWatch.121703101150,155.0,30
TVWatch.121703101150,157.0,15
TVWatch.121703101255,157.0,15
TVWatch.121703101350,39.0,30
TVWatch.121703101855,155.0,30
TVWatch.121703102000,154.0,30
TVWatch.121703102148,80.0,15
TVWatch.121703102154,55.0,30
TVWatch.121703102300,55.0,15
TVWatch.121703102358,55.0,15
TVWatch.121703102358,154.0,30
TVWatch.121703102412,7.0,15
TVWatch.121703102412,55.0,30
TVWatch.121703102452,97.0,15
TVWatch.121703102452,157.0,15
TVWatch.121703102553,157.0,15
TVWatch.121703102630,154.0,30
TVWatch.121703110654,157.0,30
TVWatch.121703111103,80.0,15
TVWatch.121703111103,164.0,15
TVWatch.121703111130,80.0,45
TVWatch.121703111230,80.0,15
TVWatch.121703111230,155.0,30
TVWatch.121703111500,157.0,30
TVWatch.121703111600,157.0,30
TVWatch.121703111600,197.0,15
TVWatch.121703111830,114.0,15
TVWatch.121703111830,154.0,30
TVWatch.121703111830,155.0,30
TVWatch.121703111830,197.0,15
TVWatch.121703112054,114.0,15
TVWatch.121703112100,97.0,30
TVWatch.121703112300,157.0,45
TVWatch.121703112300,197.0,15
TVWatch.121703112515,157.0,30
TVWatch.121703112540,55.0,15
TVWatch.121703112715,154.0,30
TVWatch.121703112715,197.0,15
TVWatch.121703120654,157.0,30
TVWatch.121703120930,83.0,60
TVWatch.121703121030,155.0,30
TVWatch.121703121030,157.0,15
TVWatch.121703121030,164.0,15
TVWatch.121703121155,80.0,75
TVWatch.121703121155,97.0,30
TVWatch.121703121155,155.0,30
TVWatch.121703121530,39.0,30
TVWatch.121703121530,155.0,30
TVWatch.121703121720,164.0,30
TVWatch.121703121830,7.0,15
TVWatch.121703121830,114.0,15
TVWatch.121703121830,154.0,30
TVWatch.121703121830,155.0,30
TVWatch.121703121954,97.0,30
TVWatch.121703121954,154.0,30
TVWatch.121703122148,157.0,15
TVWatch.121703122154,154.0,30
TVWatch.121703122154,157.0,15
TVWatch.121703122254,83.0,30
TVWatch.121703122400,80.0,15
TVWatch.121703122535,55.0,15
TVWatch.121703122535,157.0,15
TVWatch.121703122605,55.0,30
TVWatch.121703122605,157.0,15
TVWatch.121703122635,55.0,15
TVWatch.121703131150,39.0,15
TVWatch.121703131150,97.0,15
TVWatch.121703131255,39.0,15
TVWatch.121703131350,39.0,15
TVWatch.121703131350,97.0,90
TVWatch.121703131350,164.0,15
TVWatch.121703131350,197.0,15
TVWatch.121703131855,39.0,30
TVWatch.121703132358,39.0,15
TVWatch.121703132412,55.0,30
TVWatch.121703132412,80.0,30
TVWatch.121703132605,55.0,15
TVWatch.121703132635,55.0,15
TVWatch.121703132650,55.0,15
TVWatch.121703140705,80.0,30
TVWatch.121703140730,97.0,30
TVWatch.121703140921,164.0,15
TVWatch.121703141113,155.0,15
TVWatch.121703141113,164.0,15
TVWatch.121703141150,97.0,15
TVWatch.121703141350,39.0,15
TVWatch.121703141350,97.0,15
TVWatch.121703141755,42.0,15
TVWatch.121703141855,39.0,15
TVWatch.121703141855,55.0,15
TVWatch.121703141855,83.0,30
TVWatch.121703141855,97.0,30
TVWatch.121703141855,155.0,15
TVWatch.121703142054,83.0,30
TVWatch.121703142200,55.0,15
TVWatch.121703142254,83.0,15
TVWatch.121703142300,154.0,30
TVWatch.121703142412,80.0,45
TVWatch.121703142412,83.0,15
TVWatch.121703142500,197.0,15
TVWatch.121703142535,55.0,15
TVWatch.121703142535,197.0,15
TVWatch.121703150705,80.0,30
TVWatch.121703150800,42.0,15
TVWatch.121703150800,97.0,15
TVWatch.121703151150,97.0,30
TVWatch.121703151150,164.0,15
TVWatch.121703151255,155.0,15
TVWatch.121703151350,39.0,15
TVWatch.121703151350,155.0,15
TVWatch.121703151350,164.0,15
TVWatch.121703151555,97.0,30
TVWatch.121703151755,42.0,15
TVWatch.121703151855,32.0,15
TVWatch.121703151855,83.0,30
TVWatch.121703151855,197.0,15
TVWatch.121703152248,39.0,15
TVWatch.121703152248,55.0,30
TVWatch.121703152254,80.0,15
TVWatch.121703152254,83.0,15
TVWatch.121703152358,83.0,30
TVWatch.121703152412,39.0,15
TVWatch.121703152412,80.0,30
TVWatch.121703152412,83.0,15
TVWatch.121703152535,55.0,15
TVWatch.121703152535,197.0,15
TVWatch.121703160705,80.0,30
TVWatch.121703160815,97.0,15
TVWatch.121703161113,97.0,30
TVWatch.121703161150,39.0,15
TVWatch.121703161255,39.0,15
TVWatch.121703161255,155.0,15
TVWatch.121703161350,39.0,15
TVWatch.121703161350,97.0,60
TVWatch.121703161350,155.0,15
TVWatch.121703161350,164.0,15
TVWatch.121703161350,197.0,15
TVWatch.121703161654,42.0,15
TVWatch.121703161654,164.0,15
TVWatch.121703161953,80.0,30
TVWatch.121703162148,83.0,15
TVWatch.121703162148,197.0,15
TVWatch.121703162300,114.0,15
TVWatch.121703162358,83.0,15
TVWatch.121703162412,80.0,15
TVWatch.121703162412,83.0,30
TVWatch.121703162412,155.0,15
TVWatch.121703162605,55.0,15
TVWatch.121703170705,80.0,15
TVWatch.121703170815,97.0,30
TVWatch.121703171135,42.0,15
TVWatch.121703171135,164.0,15
TVWatch.121703171255,155.0,15
TVWatch.121703171350,39.0,15
TVWatch.121703171350,164.0,15
TVWatch.121703171654,97.0,15
TVWatch.121703171654,164.0,15
TVWatch.121703171855,155.0,15
TVWatch.121703172000,55.0,30
TVWatch.121703172130,80.0,15
TVWatch.121703172136,80.0,15
TVWatch.121703172314,83.0,15
TVWatch.121703172320,55.0,15
TVWatch.121703172418,55.0,15
TVWatch.121703172418,83.0,30
TVWatch.121703172432,55.0,15
TVWatch.121703172432,83.0,15
TVWatch.121703172512,97.0,15
TVWatch.121703181225,42.0,15
TVWatch.121703181225,80.0,60
TVWatch.121703181225,155.0,15
TVWatch.121703181600,32.0,15
TVWatch.121703181830,55.0,30
TVWatch.121703181830,97.0,15
TVWatch.121703182300,1.0,30
TVWatch.121703182545,55.0,15
TVWatch.121703182715,80.0,30
TVWatch.121703182715,154.0,30
TVWatch.121703182715,197.0,15
TVWatch.121703190654,197.0,15
TVWatch.121703190930,155.0,15
TVWatch.121703191030,80.0,15
TVWatch.121703191030,197.0,15
TVWatch.121703191155,80.0,15
TVWatch.121703191254,80.0,45
TVWatch.121703191254,97.0,30
TVWatch.121703191254,155.0,15
TVWatch.121703191400,80.0,45
TVWatch.121703191400,155.0,15
TVWatch.121703191600,7.0,15
TVWatch.121703191800,155.0,15
TVWatch.121703191830,42.0,15
TVWatch.121703191830,83.0,15
TVWatch.121703191954,55.0,15
TVWatch.121703191954,155.0,15
TVWatch.121703192148,83.0,15
TVWatch.121703192154,83.0,15
TVWatch.121703192248,80.0,15
TVWatch.121703192254,83.0,15
TVWatch.121703192330,80.0,15
TVWatch.121703192400,80.0,15
TVWatch.121703192535,80.0,15
TVWatch.121703192605,55.0,30
TVWatch.121703192605,80.0,30
TVWatch.121703192635,55.0,15
TVWatch.121703200411,1.0,15
TVWatch.121703200411,80.0,15
TVWatch.121703200540,42.0,15
TVWatch.121703200540,80.0,15
TVWatch.121703200911,197.0,15
TVWatch.121703201230,155.0,15
TVWatch.121703201500,197.0,15
TVWatch.121703201600,1.0,15
TVWatch.121703201825,80.0,15
TVWatch.121703201855,32.0,30
TVWatch.121703201855,39.0,30
TVWatch.121703201855,42.0,15
TVWatch.121703202000,154.0,30
TVWatch.121703202154,83.0,15
TVWatch.121703202200,32.0,15
TVWatch.121703202254,83.0,15
TVWatch.121703202358,83.0,15
TVWatch.121703202412,55.0,15
TVWatch.121703202412,80.0,15
TVWatch.121703202412,155.0,15
TVWatch.121703202500,80.0,45
TVWatch.121703202530,80.0,15
TVWatch.121703202535,80.0,15
TVWatch.121703202535,154.0,30
TVWatch.121703202605,80.0,15
TVWatch.121703202635,1.0,15
TVWatch.121703202635,55.0,30
TVWatch.121703202650,55.0,30
TVWatch.121703202720,1.0,15
TVWatch.121703211150,163.0,30
TVWatch.121703211255,163.0,30
TVWatch.121703211350,1.0,15
TVWatch.121703211350,39.0,15
TVWatch.121703211350,80.0,15
TVWatch.121703211350,197.0,15
TVWatch.121703211654,163.0,30
TVWatch.121703211855,55.0,30
TVWatch.121703211855,80.0,30
TVWatch.121703211855,83.0,30
TVWatch.121703211855,197.0,15
TVWatch.121703212054,154.0,30
TVWatch.121703212154,55.0,15
TVWatch.121703212200,83.0,15
TVWatch.121703212254,83.0,15
TVWatch.121703212358,83.0,30
TVWatch.121703212412,80.0,15
TVWatch.121703212412,83.0,15
TVWatch.121703212500,80.0,15
TVWatch.121703212530,80.0,15
TVWatch.121703212535,55.0,15
TVWatch.121703212605,55.0,15
TVWatch.121703212605,80.0,15
TVWatch.121703212605,163.0,30
TVWatch.121703212635,55.0,30
TVWatch.121703212635,80.0,15
TVWatch.121703212725,1.0,30
TVWatch.121703212725,80.0,15
TVWatch.121703220418,80.0,15
TVWatch.121703220730,80.0,15
TVWatch.121703221150,163.0,30
TVWatch.121703221255,163.0,30
TVWatch.121703221350,39.0,15
TVWatch.121703221654,163.0,30
TVWatch.121703221855,55.0,15
TVWatch.121703222100,32.0,15
TVWatch.121703222100,55.0,30
TVWatch.121703222100,154.0,30
TVWatch.121703222100,163.0,30
TVWatch.121703222248,55.0,15
TVWatch.121703222248,80.0,15
TVWatch.121703222254,83.0,15
TVWatch.121703222358,80.0,15
TVWatch.121703222358,83.0,15
TVWatch.121703222412,55.0,15
TVWatch.121703222412,80.0,15
TVWatch.121703222412,83.0,15
TVWatch.121703222500,80.0,45
TVWatch.121703222535,55.0,15
TVWatch.121703222605,55.0,15
TVWatch.121703222635,1.0,15
TVWatch.121703222635,80.0,15
TVWatch.121703222720,1.0,15
TVWatch.121703222720,80.0,15
TVWatch.121703222755,1.0,15
TVWatch.121703230730,80.0,30
TVWatch.121703231150,163.0,30
TVWatch.121703231150,197.0,15
TVWatch.121703231255,163.0,30
TVWatch.121703231350,1.0,15
TVWatch.121703231925,80.0,15
TVWatch.121703231953,32.0,15
TVWatch.121703231953,80.0,15
TVWatch.121703231953,154.0,30
TVWatch.121703232154,83.0,30
TVWatch.121703232412,83.0,30
TVWatch.121703232412,154.0,30
TVWatch.121703232412,163.0,30
TVWatch.121703232500,163.0,60
TVWatch.121703232530,80.0,15
TVWatch.121703232535,80.0,15
TVWatch.121703232535,154.0,30
TVWatch.121703232605,55.0,15
TVWatch.121703232605,80.0,15
TVWatch.121703232635,80.0,30
TVWatch.121703232705,80.0,15
TVWatch.121703232735,80.0,15
TVWatch.121703241150,163.0,30
TVWatch.121703241150,197.0,15
TVWatch.121703241255,163.0,15
TVWatch.121703241350,197.0,15
TVWatch.121703242000,1.0,15
TVWatch.121703242000,55.0,30
TVWatch.121703242000,80.0,15
TVWatch.121703242000,83.0,30
TVWatch.121703242254,1.0,15
TVWatch.121703242358,55.0,15
TVWatch.121703242412,55.0,30
TVWatch.121703242412,80.0,15
TVWatch.121703242412,83.0,30
TVWatch.121703242452,80.0,15
TVWatch.121703242630,1.0,15
TVWatch.121703242700,1.0,15
TVWatch.121703242700,80.0,15
TVWatch.121703242750,1.0,15
TVWatch.121703242750,80.0,15
TVWatch.121703250423,1.0,15
TVWatch.121703251030,80.0,15
TVWatch.121703251030,164.0,15
TVWatch.121703251103,164.0,15
TVWatch.121703251130,80.0,30
TVWatch.121703251130,163.0,15
TVWatch.121703251324,80.0,30
TVWatch.121703251324,163.0,30
TVWatch.121703251424,163.0,30
TVWatch.121703251500,163.0,30
TVWatch.121703251830,80.0,15
TVWatch.121703252154,83.0,15
TVWatch.121703252300,1.0,30
TVWatch.121703252300,55.0,15
TVWatch.121703252300,154.0,30
TVWatch.121703252355,80.0,15
TVWatch.121703252420,80.0,15
TVWatch.121703252420,83.0,15
TVWatch.121703252450,80.0,15
TVWatch.121703252515,80.0,15
TVWatch.121703252545,80.0,15
TVWatch.121703252545,163.0,15
TVWatch.121703252610,80.0,30
TVWatch.121703252635,1.0,15
TVWatch.121703252705,80.0,15
TVWatch.121703252715,1.0,30
TVWatch.121703252715,80.0,15
TVWatch.121703261030,80.0,15
TVWatch.121703261030,163.0,45
TVWatch.121703261030,164.0,15
TVWatch.121703261125,80.0,15
TVWatch.121703261155,80.0,15
TVWatch.121703261254,163.0,15
TVWatch.121703261400,80.0,30
TVWatch.121703261400,163.0,45
TVWatch.121703261600,1.0,15
TVWatch.121703261720,1.0,15
TVWatch.121703261720,163.0,15
TVWatch.121703261730,80.0,15
TVWatch.121703261830,83.0,45
TVWatch.121703262000,55.0,30
TVWatch.121703262000,80.0,30
TVWatch.121703262000,83.0,15
TVWatch.121703262000,163.0,30
TVWatch.121703262242,163.0,15
TVWatch.121703262248,80.0,15
TVWatch.121703262248,163.0,15
TVWatch.121703262254,83.0,15
TVWatch.121703262430,163.0,15
TVWatch.121703262430,197.0,15
TVWatch.121703262435,163.0,15
TVWatch.121703262505,163.0,15
TVWatch.121703262535,80.0,15
TVWatch.121703262535,163.0,15
TVWatch.121703262605,55.0,45
TVWatch.121703262605,163.0,45
TVWatch.121703262635,55.0,15
TVWatch.121703262735,1.0,15
TVWatch.121703262735,80.0,15
TVWatch.121703270417,1.0,30
TVWatch.121703270417,80.0,15
TVWatch.121703270510,80.0,15
TVWatch.121703270705,80.0,15
TVWatch.121703271113,164.0,15
TVWatch.121703271150,1.0,15
TVWatch.121703271150,164.0,15
TVWatch.121703271255,163.0,15
TVWatch.121703271350,32.0,15
TVWatch.121703271555,66.0,15
TVWatch.121703271654,163.0,45
TVWatch.121703272000,163.0,15
TVWatch.121703272254,163.0,15
TVWatch.121703272300,114.0,15
TVWatch.121703272358,39.0,15
TVWatch.121703272358,80.0,15
TVWatch.121703272358,163.0,15
TVWatch.121703272535,163.0,15
TVWatch.121703272635,163.0,45
TVWatch.121703272650,1.0,15
TVWatch.121703272650,55.0,15
TVWatch.121703272720,1.0,30
TVWatch.121703280545,164.0,15
TVWatch.121703280815,1.0,15
TVWatch.121703280928,163.0,15
TVWatch.121703281113,164.0,15
TVWatch.121703281150,163.0,15
TVWatch.121703281255,163.0,15
TVWatch.121703281255,164.0,15
TVWatch.121703281654,163.0,15
TVWatch.121703281855,39.0,15
TVWatch.121703281855,165.0,30
TVWatch.121703282300,165.0,30
TVWatch.121703282412,80.0,15
TVWatch.121703282412,165.0,15
TVWatch.121703282535,163.0,15
TVWatch.121703282605,80.0,15
TVWatch.121703282605,163.0,15
TVWatch.121703282635,1.0,30
TVWatch.121703282635,55.0,15
TVWatch.121703282705,1.0,15
TVWatch.121703282725,1.0,30
TVWatch.121703282725,80.0,15
TVWatch.121703290545,1.0,15
TVWatch.121703290815,1.0,15
TVWatch.121703291113,164.0,15
TVWatch.121703291150,1.0,15
TVWatch.121703291350,1.0,15
TVWatch.121703291350,39.0,15
TVWatch.121703291350,164.0,15
TVWatch.121703291654,163.0,15
TVWatch.121703291855,163.0,30
TVWatch.121703292100,7.0,15
TVWatch.121703292100,55.0,30
TVWatch.121703292100,158.0,30
TVWatch.121703292314,55.0,15
TVWatch.121703292320,165.0,15
TVWatch.121703292418,80.0,15
TVWatch.121703292432,165.0,15
TVWatch.121703292655,80.0,15
TVWatch.121703292725,80.0,45
TVWatch.121703292740,1.0,30
TVWatch.121703292740,80.0,15
TVWatch.121703300415,1.0,15
TVWatch.121703300705,80.0,15
TVWatch.121703301113,80.0,15
TVWatch.121703301150,163.0,15
TVWatch.121703301255,1.0,15
TVWatch.121703301255,163.0,15
TVWatch.121703301350,39.0,15
TVWatch.121703301350,80.0,15
TVWatch.121703301350,164.0,15
TVWatch.121703301654,163.0,15
TVWatch.121703301855,1.0,30
TVWatch.121703301855,55.0,15
TVWatch.121703301855,158.0,30
TVWatch.121703301855,164.0,15
TVWatch.121703301855,165.0,30
TVWatch.121703302254,80.0,15
TVWatch.121703302300,165.0,15
TVWatch.121703302412,1.0,15
TVWatch.121703302412,80.0,30
TVWatch.121703302530,163.0,15
TVWatch.121703302535,163.0,15
TVWatch.121703302605,163.0,15
TVWatch.121703302635,80.0,15
TVWatch.121703302705,80.0,15
TVWatch.121703302735,80.0,30
TVWatch.121703302750,1.0,15
TVWatch.121703310423,1.0,15
TVWatch.121703310800,80.0,15
TVWatch.121703310815,1.0,15
TVWatch.121703311135,1.0,15
TVWatch.121703311255,80.0,15
TVWatch.121703311255,163.0,30
TVWatch.121703311350,1.0,15
TVWatch.121703311350,39.0,15
TVWatch.121703311350,80.0,15
TVWatch.121703311350,164.0,15
TVWatch.121703311654,39.0,15
TVWatch.121703311654,163.0,15
TVWatch.121703312054,39.0,15
TVWatch.121703312054,158.0,30
TVWatch.121703312054,165.0,15
TVWatch.121703312300,154.0,30
TVWatch.121703312300,165.0,15
TVWatch.121703312358,55.0,30
TVWatch.121703312358,165.0,15
TVWatch.121703312412,55.0,30
